recording_index,recording_id,subject_id,gesture_id,class_id,trial_id,source_file,mat_file,native_time_points,frames_extracted
252,S04_G02_T03,4,2,1,3,data_public\capgmyo_dba\dba-s4.zip,004-002-003.mat,1000,64
253,S04_G02_T04,4,2,1,4,data_public\capgmyo_dba\dba-s4.zip,004-002-004.mat,1000,64
254,S04_G02_T05,4,2,1,5,data_public\capgmyo_dba\dba-s4.zip,004-002-005.mat,1000,64
255,S04_G02_T06,4,2,1,6,data_public\capgmyo_dba\dba-s4.zip,004-002-006.mat,1000,64
256,S04_G02_T07,4,2,1,7,data_public\capgmyo_dba\dba-s4.zip,004-002-007.mat,1000,64
257,S04_G02_T08,4,2,1,8,data_public\capgmyo_dba\dba-s4.zip,004-002-008.mat,1000,64
258,S04_G02_T09,4,2,1,9,data_public\capgmyo_dba\dba-s4.zip,004-002-009.mat,1000,64
259,S04_G02_T10,4,2,1,10,data_public\capgmyo_dba\dba-s4.zip,004-002-010.mat,1000,64
260,S04_G03_T01,4,3,2,1,data_public\capgmyo_dba\dba-s4.zip,004-003-001.mat,1000,64
261,S04_G03_T02,4,3,2,2,data_public\capgmyo_dba\dba-s4.zip,004-003-002.mat,1000,64
262,S04_G03_T03,4,3,2,3,data_public\capgmyo_dba\dba-s4.zip,004-003-003.mat,1000,64
263,S04_G03_T04,4,3,2,4,data_public\capgmyo_dba\dba-s4.zip,004-003-004.mat,1000,64
264,S04_G03_T05,4,3,2,5,data_public\capgmyo_dba\dba-s4.zip,004-003-005.mat,1000,64
265,S04_G03_T06,4,3,2,6,data_public\capgmyo_dba\dba-s4.zip,004-003-006.mat,1000,64
266,S04_G03_T07,4,3,2,7,data_public\capgmyo_dba\dba-s4.zip,004-003-007.mat,1000,64
267,S04_G03_T08,4,3,2,8,data_public\capgmyo_dba\dba-s4.zip,004-003-008.mat,1000,64
268,S04_G03_T09,4,3,2,9,data_public\capgmyo_dba\dba-s4.zip,004-003-009.mat,1000,64
269,S04_G03_T10,4,3,2,10,data_public\capgmyo_dba\dba-s4.zip,004-003-010.mat,1000,64
270,S04_G04_T01,4,4,3,1,data_public\capgmyo_dba\dba-s4.zip,004-004-001.mat,1000,64
271,S04_G04_T02,4,4,3,2,data_public\capgmyo_dba\dba-s4.zip,004-004-002.mat,1000,64
272,S04_G04_T03,4,4,3,3,data_public\capgmyo_dba\dba-s4.zip,004-004-003.mat,1000,64
273,S04_G04_T04,4,4,3,4,data_public\capgmyo_dba\dba-s4.zip,004-004-004.mat,1000,64
274,S04_G04_T05,4,4,3,5,data_public\capgmyo_dba\dba-s4.zip,004-004-005.mat,1000,64
275,S04_G04_T06,4,4,3,6,data_public\capgmyo_dba\dba-s4.zip,004-004-006.mat,1000,64
276,S04_G04_T07,4,4,3,7,data_public\capgmyo_dba\dba-s4.zip,004-004-007.mat,1000,64
277,S04_G04_T08,4,4,3,8,data_public\capgmyo_dba\dba-s4.zip,004-004-008.mat,1000,64
278,S04_G04_T09,4,4,3,9,data_public\capgmyo_dba\dba-s4.zip,004-004-009.mat,1000,64
279,S04_G04_T10,4,4,3,10,data_public\capgmyo_dba\dba-s4.zip,004-004-010.mat,1000,64
280,S04_G05_T01,4,5,4,1,data_public\capgmyo_dba\dba-s4.zip,004-005-001.mat,1000,64
281,S04_G05_T02,4,5,4,2,data_public\capgmyo_dba\dba-s4.zip,004-005-002.mat,1000,64
282,S04_G05_T03,4,5,4,3,data_public\capgmyo_dba\dba-s4.zip,004-005-003.mat,1000,64
283,S04_G05_T04,4,5,4,4,data_public\capgmyo_dba\dba-s4.zip,004-005-004.mat,1000,64
284,S04_G05_T05,4,5,4,5,data_public\capgmyo_dba\dba-s4.zip,004-005-005.mat,1000,64
285,S04_G05_T06,4,5,4,6,data_public\capgmyo_dba\dba-s4.zip,004-005-006.mat,1000,64
286,S04_G05_T07,4,5,4,7,data_public\capgmyo_dba\dba-s4.zip,004-005-007.mat,1000,64
287,S04_G05_T08,4,5,4,8,data_public\capgmyo_dba\dba-s4.zip,004-005-008.mat,1000,64
288,S04_G05_T09,4,5,4,9,data_public\capgmyo_dba\dba-s4.zip,004-005-009.mat,1000,64
289,S04_G05_T10,4,5,4,10,data_public\capgmyo_dba\dba-s4.zip,004-005-010.mat,1000,64
290,S04_G06_T01,4,6,5,1,data_public\capgmyo_dba\dba-s4.zip,004-006-001.mat,1000,64
291,S04_G06_T02,4,6,5,2,data_public\capgmyo_dba\dba-s4.zip,004-006-002.mat,1000,64
292,S04_G06_T03,4,6,5,3,data_public\capgmyo_dba\dba-s4.zip,004-006-003.mat,1000,64
293,S04_G06_T04,4,6,5,4,data_public\capgmyo_dba\dba-s4.zip,004-006-004.mat,1000,64
294,S04_G06_T05,4,6,5,5,data_public\capgmyo_dba\dba-s4.zip,004-006-005.mat,1000,64
295,S04_G06_T06,4,6,5,6,data_public\capgmyo_dba\dba-s4.zip,004-006-006.mat,1000,64
296,S04_G06_T07,4,6,5,7,data_public\capgmyo_dba\dba-s4.zip,004-006-007.mat,1000,64
297,S04_G06_T08,4,6,5,8,data_public\capgmyo_dba\dba-s4.zip,004-006-008.mat,1000,64
298,S04_G06_T09,4,6,5,9,data_public\capgmyo_dba\dba-s4.zip,004-006-009.mat,1000,64
299,S04_G06_T10,4,6,5,10,data_public\capgmyo_dba\dba-s4.zip,004-006-010.mat,1000,64
300,S04_G07_T01,4,7,6,1,data_public\capgmyo_dba\dba-s4.zip,004-007-001.mat,1000,64
301,S04_G07_T02,4,7,6,2,data_public\capgmyo_dba\dba-s4.zip,004-007-002.mat,1000,64
302,S04_G07_T03,4,7,6,3,data_public\capgmyo_dba\dba-s4.zip,004-007-003.mat,1000,64
303,S04_G07_T04,4,7,6,4,data_public\capgmyo_dba\dba-s4.zip,004-007-004.mat,1000,64
304,S04_G07_T05,4,7,6,5,data_public\capgmyo_dba\dba-s4.zip,004-007-005.mat,1000,64
305,S04_G07_T06,4,7,6,6,data_public\capgmyo_dba\dba-s4.zip,004-007-006.mat,1000,64
306,S04_G07_T07,4,7,6,7,data_public\capgmyo_dba\dba-s4.zip,004-007-007.mat,1000,64
307,S04_G07_T08,4,7,6,8,data_public\capgmyo_dba\dba-s4.zip,004-007-008.mat,1000,64
308,S04_G07_T09,4,7,6,9,data_public\capgmyo_dba\dba-s4.zip,004-007-009.mat,1000,64
309,S04_G07_T10,4,7,6,10,data_public\capgmyo_dba\dba-s4.zip,004-007-010.mat,1000,64
310,S04_G08_T01,4,8,7,1,data_public\capgmyo_dba\dba-s4.zip,004-008-001.mat,1000,64
311,S04_G08_T02,4,8,7,2,data_public\capgmyo_dba\dba-s4.zip,004-008-002.mat,1000,64
312,S04_G08_T03,4,8,7,3,data_public\capgmyo_dba\dba-s4.zip,004-008-003.mat,1000,64
313,S04_G08_T04,4,8,7,4,data_public\capgmyo_dba\dba-s4.zip,004-008-004.mat,1000,64
314,S04_G08_T05,4,8,7,5,data_public\capgmyo_dba\dba-s4.zip,004-008-005.mat,1000,64
315,S04_G08_T06,4,8,7,6,data_public\capgmyo_dba\dba-s4.zip,004-008-006.mat,1000,64
316,S04_G08_T07,4,8,7,7,data_public\capgmyo_dba\dba-s4.zip,004-008-007.mat,1000,64
317,S04_G08_T08,4,8,7,8,data_public\capgmyo_dba\dba-s4.zip,004-008-008.mat,1000,64
318,S04_G08_T09,4,8,7,9,data_public\capgmyo_dba\dba-s4.zip,004-008-009.mat,1000,64
319,S04_G08_T10,4,8,7,10,data_public\capgmyo_dba\dba-s4.zip,004-008-010.mat,1000,64
320,S05_G01_T01,5,1,0,1,data_public\capgmyo_dba\dba-s5.zip,005-001-001.mat,1000,64
321,S05_G01_T02,5,1,0,2,data_public\capgmyo_dba\dba-s5.zip,005-001-002.mat,1000,64
322,S05_G01_T03,5,1,0,3,data_public\capgmyo_dba\dba-s5.zip,005-001-003.mat,1000,64
323,S05_G01_T04,5,1,0,4,data_public\capgmyo_dba\dba-s5.zip,005-001-004.mat,1000,64
324,S05_G01_T05,5,1,0,5,data_public\capgmyo_dba\dba-s5.zip,005-001-005.mat,1000,64
325,S05_G01_T06,5,1,0,6,data_public\capgmyo_dba\dba-s5.zip,005-001-006.mat,1000,64
326,S05_G01_T07,5,1,0,7,data_public\capgmyo_dba\dba-s5.zip,005-001-007.mat,1000,64
327,S05_G01_T08,5,1,0,8,data_public\capgmyo_dba\dba-s5.zip,005-001-008.mat,1000,64
328,S05_G01_T09,5,1,0,9,data_public\capgmyo_dba\dba-s5.zip,005-001-009.mat,1000,64
329,S05_G01_T10,5,1,0,10,data_public\capgmyo_dba\dba-s5.zip,005-001-010.mat,1000,64
330,S05_G02_T01,5,2,1,1,data_public\capgmyo_dba\dba-s5.zip,005-002-001.mat,1000,64
331,S05_G02_T02,5,2,1,2,data_public\capgmyo_dba\dba-s5.zip,005-002-002.mat,1000,64
332,S05_G02_T03,5,2,1,3,data_public\capgmyo_dba\dba-s5.zip,005-002-003.mat,1000,64
333,S05_G02_T04,5,2,1,4,data_public\capgmyo_dba\dba-s5.zip,005-002-004.mat,1000,64
334,S05_G02_T05,5,2,1,5,data_public\capgmyo_dba\dba-s5.zip,005-002-005.mat,1000,64
335,S05_G02_T06,5,2,1,6,data_public\capgmyo_dba\dba-s5.zip,005-002-006.mat,1000,64
336,S05_G02_T07,5,2,1,7,data_public\capgmyo_dba\dba-s5.zip,005-002-007.mat,1000,64
337,S05_G02_T08,5,2,1,8,data_public\capgmyo_dba\dba-s5.zip,005-002-008.mat,1000,64
338,S05_G02_T09,5,2,1,9,data_public\capgmyo_dba\dba-s5.zip,005-002-009.mat,1000,64
339,S05_G02_T10,5,2,1,10,data_public\capgmyo_dba\dba-s5.zip,005-002-010.mat,1000,64
340,S05_G03_T01,5,3,2,1,data_public\capgmyo_dba\dba-s5.zip,005-003-001.mat,1000,64
341,S05_G03_T02,5,3,2,2,data_public\capgmyo_dba\dba-s5.zip,005-003-002.mat,1000,64
342,S05_G03_T03,5,3,2,3,data_public\capgmyo_dba\dba-s5.zip,005-003-003.mat,1000,64
343,S05_G03_T04,5,3,2,4,data_public\capgmyo_dba\dba-s5.zip,005-003-004.mat,1000,64
344,S05_G03_T05,5,3,2,5,data_public\capgmyo_dba\dba-s5.zip,005-003-005.mat,1000,64
345,S05_G03_T06,5,3,2,6,data_public\capgmyo_dba\dba-s5.zip,005-003-006.mat,1000,64
346,S05_G03_T07,5,3,2,7,data_public\capgmyo_dba\dba-s5.zip,005-003-007.mat,1000,64
347,S05_G03_T08,5,3,2,8,data_public\capgmyo_dba\dba-s5.zip,005-003-008.mat,1000,64
348,S05_G03_T09,5,3,2,9,data_public\capgmyo_dba\dba-s5.zip,005-003-009.mat,1000,64
349,S05_G03_T10,5,3,2,10,data_public\capgmyo_dba\dba-s5.zip,005-003-010.mat,1000,64
350,S05_G04_T01,5,4,3,1,data_public\capgmyo_dba\dba-s5.zip,005-004-001.mat,1000,64
351,S05_G04_T02,5,4,3,2,data_public\capgmyo_dba\dba-s5.zip,005-004-002.mat,1000,64
352,S05_G04_T03,5,4,3,3,data_public\capgmyo_dba\dba-s5.zip,005-004-003.mat,1000,64
353,S05_G04_T04,5,4,3,4,data_public\capgmyo_dba\dba-s5.zip,005-004-004.mat,1000,64
354,S05_G04_T05,5,4,3,5,data_public\capgmyo_dba\dba-s5.zip,005-004-005.mat,1000,64
355,S05_G04_T06,5,4,3,6,data_public\capgmyo_dba\dba-s5.zip,005-004-006.mat,1000,64
356,S05_G04_T07,5,4,3,7,data_public\capgmyo_dba\dba-s5.zip,005-004-007.mat,1000,64
357,S05_G04_T08,5,4,3,8,data_public\capgmyo_dba\dba-s5.zip,005-004-008.mat,1000,64
358,S05_G04_T09,5,4,3,9,data_public\capgmyo_dba\dba-s5.zip,005-004-009.mat,1000,64
359,S05_G04_T10,5,4,3,10,data_public\capgmyo_dba\dba-s5.zip,005-004-010.mat,1000,64
360,S05_G05_T01,5,5,4,1,data_public\capgmyo_dba\dba-s5.zip,005-005-001.mat,1000,64
361,S05_G05_T02,5,5,4,2,data_public\capgmyo_dba\dba-s5.zip,005-005-002.mat,1000,64
362,S05_G05_T03,5,5,4,3,data_public\capgmyo_dba\dba-s5.zip,005-005-003.mat,1000,64
363,S05_G05_T04,5,5,4,4,data_public\capgmyo_dba\dba-s5.zip,005-005-004.mat,1000,64
364,S05_G05_T05,5,5,4,5,data_public\capgmyo_dba\dba-s5.zip,005-005-005.mat,1000,64
365,S05_G05_T06,5,5,4,6,data_public\capgmyo_dba\dba-s5.zip,005-005-006.mat,1000,64
366,S05_G05_T07,5,5,4,7,data_public\capgmyo_dba\dba-s5.zip,005-005-007.mat,1000,64
367,S05_G05_T08,5,5,4,8,data_public\capgmyo_dba\dba-s5.zip,005-005-008.mat,1000,64
368,S05_G05_T09,5,5,4,9,data_public\capgmyo_dba\dba-s5.zip,005-005-009.mat,1000,64
369,S05_G05_T10,5,5,4,10,data_public\capgmyo_dba\dba-s5.zip,005-005-010.mat,1000,64
370,S05_G06_T01,5,6,5,1,data_public\capgmyo_dba\dba-s5.zip,005-006-001.mat,1000,64
371,S05_G06_T02,5,6,5,2,data_public\capgmyo_dba\dba-s5.zip,005-006-002.mat,1000,64
372,S05_G06_T03,5,6,5,3,data_public\capgmyo_dba\dba-s5.zip,005-006-003.mat,1000,64
373,S05_G06_T04,5,6,5,4,data_public\capgmyo_dba\dba-s5.zip,005-006-004.mat,1000,64
374,S05_G06_T05,5,6,5,5,data_public\capgmyo_dba\dba-s5.zip,005-006-005.mat,1000,64
375,S05_G06_T06,5,6,5,6,data_public\capgmyo_dba\dba-s5.zip,005-006-006.mat,1000,64
376,S05_G06_T07,5,6,5,7,data_public\capgmyo_dba\dba-s5.zip,005-006-007.mat,1000,64
377,S05_G06_T08,5,6,5,8,data_public\capgmyo_dba\dba-s5.zip,005-006-008.mat,1000,64
378,S05_G06_T09,5,6,5,9,data_public\capgmyo_dba\dba-s5.zip,005-006-009.mat,1000,64
379,S05_G06_T10,5,6,5,10,data_public\capgmyo_dba\dba-s5.zip,005-006-010.mat,1000,64
380,S05_G07_T01,5,7,6,1,data_public\capgmyo_dba\dba-s5.zip,005-007-001.mat,1000,64
381,S05_G07_T02,5,7,6,2,data_public\capgmyo_dba\dba-s5.zip,005-007-002.mat,1000,64
382,S05_G07_T03,5,7,6,3,data_public\capgmyo_dba\dba-s5.zip,005-007-003.mat,1000,64
383,S05_G07_T04,5,7,6,4,data_public\capgmyo_dba\dba-s5.zip,005-007-004.mat,1000,64
384,S05_G07_T05,5,7,6,5,data_public\capgmyo_dba\dba-s5.zip,005-007-005.mat,1000,64
385,S05_G07_T06,5,7,6,6,data_public\capgmyo_dba\dba-s5.zip,005-007-006.mat,1000,64
386,S05_G07_T07,5,7,6,7,data_public\capgmyo_dba\dba-s5.zip,005-007-007.mat,1000,64
387,S05_G07_T08,5,7,6,8,data_public\capgmyo_dba\dba-s5.zip,005-007-008.mat,1000,64
388,S05_G07_T09,5,7,6,9,data_public\capgmyo_dba\dba-s5.zip,005-007-009.mat,1000,64
389,S05_G07_T10,5,7,6,10,data_public\capgmyo_dba\dba-s5.zip,005-007-010.mat,1000,64
390,S05_G08_T01,5,8,7,1,data_public\capgmyo_dba\dba-s5.zip,005-008-001.mat,1000,64
391,S05_G08_T02,5,8,7,2,data_public\capgmyo_dba\dba-s5.zip,005-008-002.mat,1000,64
392,S05_G08_T03,5,8,7,3,data_public\capgmyo_dba\dba-s5.zip,005-008-003.mat,1000,64
393,S05_G08_T04,5,8,7,4,data_public\capgmyo_dba\dba-s5.zip,005-008-004.mat,1000,64
394,S05_G08_T05,5,8,7,5,data_public\capgmyo_dba\dba-s5.zip,005-008-005.mat,1000,64
395,S05_G08_T06,5,8,7,6,data_public\capgmyo_dba\dba-s5.zip,005-008-006.mat,1000,64
396,S05_G08_T07,5,8,7,7,data_public\capgmyo_dba\dba-s5.zip,005-008-007.mat,1000,64
397,S05_G08_T08,5,8,7,8,data_public\capgmyo_dba\dba-s5.zip,005-008-008.mat,1000,64
398,S05_G08_T09,5,8,7,9,data_public\capgmyo_dba\dba-s5.zip,005-008-009.mat,1000,64
399,S05_G08_T10,5,8,7,10,data_public\capgmyo_dba\dba-s5.zip,005-008-010.mat,1000,64
400,S06_G01_T01,6,1,0,1,data_public\capgmyo_dba\dba-s6.zip,006-001-001.mat,1000,64
401,S06_G01_T02,6,1,0,2,data_public\capgmyo_dba\dba-s6.zip,006-001-002.mat,1000,64
402,S06_G01_T03,6,1,0,3,data_public\capgmyo_dba\dba-s6.zip,006-001-003.mat,1000,64
403,S06_G01_T04,6,1,0,4,data_public\capgmyo_dba\dba-s6.zip,006-001-004.mat,1000,64
404,S06_G01_T05,6,1,0,5,data_public\capgmyo_dba\dba-s6.zip,006-001-005.mat,1000,64
405,S06_G01_T06,6,1,0,6,data_public\capgmyo_dba\dba-s6.zip,006-001-006.mat,1000,64
406,S06_G01_T07,6,1,0,7,data_public\capgmyo_dba\dba-s6.zip,006-001-007.mat,1000,64
407,S06_G01_T08,6,1,0,8,data_public\capgmyo_dba\dba-s6.zip,006-001-008.mat,1000,64
408,S06_G01_T09,6,1,0,9,data_public\capgmyo_dba\dba-s6.zip,006-001-009.mat,1000,64
409,S06_G01_T10,6,1,0,10,data_public\capgmyo_dba\dba-s6.zip,006-001-010.mat,1000,64
410,S06_G02_T01,6,2,1,1,data_public\capgmyo_dba\dba-s6.zip,006-002-001.mat,1000,64
411,S06_G02_T02,6,2,1,2,data_public\capgmyo_dba\dba-s6.zip,006-002-002.mat,1000,64
412,S06_G02_T03,6,2,1,3,data_public\capgmyo_dba\dba-s6.zip,006-002-003.mat,1000,64
413,S06_G02_T04,6,2,1,4,data_public\capgmyo_dba\dba-s6.zip,006-002-004.mat,1000,64
414,S06_G02_T05,6,2,1,5,data_public\capgmyo_dba\dba-s6.zip,006-002-005.mat,1000,64
415,S06_G02_T06,6,2,1,6,data_public\capgmyo_dba\dba-s6.zip,006-002-006.mat,1000,64
416,S06_G02_T07,6,2,1,7,data_public\capgmyo_dba\dba-s6.zip,006-002-007.mat,1000,64
417,S06_G02_T08,6,2,1,8,data_public\capgmyo_dba\dba-s6.zip,006-002-008.mat,1000,64
418,S06_G02_T09,6,2,1,9,data_public\capgmyo_dba\dba-s6.zip,006-002-009.mat,1000,64
419,S06_G02_T10,6,2,1,10,data_public\capgmyo_dba\dba-s6.zip,006-002-010.mat,1000,64
420,S06_G03_T01,6,3,2,1,data_public\capgmyo_dba\dba-s6.zip,006-003-001.mat,1000,64
421,S06_G03_T02,6,3,2,2,data_public\capgmyo_dba\dba-s6.zip,006-003-002.mat,1000,64
422,S06_G03_T03,6,3,2,3,data_public\capgmyo_dba\dba-s6.zip,006-003-003.mat,1000,64
423,S06_G03_T04,6,3,2,4,data_public\capgmyo_dba\dba-s6.zip,006-003-004.mat,1000,64
424,S06_G03_T05,6,3,2,5,data_public\capgmyo_dba\dba-s6.zip,006-003-005.mat,1000,64
425,S06_G03_T06,6,3,2,6,data_public\capgmyo_dba\dba-s6.zip,006-003-006.mat,1000,64
426,S06_G03_T07,6,3,2,7,data_public\capgmyo_dba\dba-s6.zip,006-003-007.mat,1000,64
427,S06_G03_T08,6,3,2,8,data_public\capgmyo_dba\dba-s6.zip,006-003-008.mat,1000,64
428,S06_G03_T09,6,3,2,9,data_public\capgmyo_dba\dba-s6.zip,006-003-009.mat,1000,64
429,S06_G03_T10,6,3,2,10,data_public\capgmyo_dba\dba-s6.zip,006-003-010.mat,1000,64
430,S06_G04_T01,6,4,3,1,data_public\capgmyo_dba\dba-s6.zip,006-004-001.mat,1000,64
431,S06_G04_T02,6,4,3,2,data_public\capgmyo_dba\dba-s6.zip,006-004-002.mat,1000,64
432,S06_G04_T03,6,4,3,3,data_public\capgmyo_dba\dba-s6.zip,006-004-003.mat,1000,64
433,S06_G04_T04,6,4,3,4,data_public\capgmyo_dba\dba-s6.zip,006-004-004.mat,1000,64
434,S06_G04_T05,6,4,3,5,data_public\capgmyo_dba\dba-s6.zip,006-004-005.mat,1000,64
435,S06_G04_T06,6,4,3,6,data_public\capgmyo_dba\dba-s6.zip,006-004-006.mat,1000,64
436,S06_G04_T07,6,4,3,7,data_public\capgmyo_dba\dba-s6.zip,006-004-007.mat,1000,64
437,S06_G04_T08,6,4,3,8,data_public\capgmyo_dba\dba-s6.zip,006-004-008.mat,1000,64
438,S06_G04_T09,6,4,3,9,data_public\capgmyo_dba\dba-s6.zip,006-004-009.mat,1000,64
439,S06_G04_T10,6,4,3,10,data_public\capgmyo_dba\dba-s6.zip,006-004-010.mat,1000,64
440,S06_G05_T01,6,5,4,1,data_public\capgmyo_dba\dba-s6.zip,006-005-001.mat,1000,64
441,S06_G05_T02,6,5,4,2,data_public\capgmyo_dba\dba-s6.zip,006-005-002.mat,1000,64
442,S06_G05_T03,6,5,4,3,data_public\capgmyo_dba\dba-s6.zip,006-005-003.mat,1000,64
443,S06_G05_T04,6,5,4,4,data_public\capgmyo_dba\dba-s6.zip,006-005-004.mat,1000,64
444,S06_G05_T05,6,5,4,5,data_public\capgmyo_dba\dba-s6.zip,006-005-005.mat,1000,64
445,S06_G05_T06,6,5,4,6,data_public\capgmyo_dba\dba-s6.zip,006-005-006.mat,1000,64
446,S06_G05_T07,6,5,4,7,data_public\capgmyo_dba\dba-s6.zip,006-005-007.mat,1000,64
447,S06_G05_T08,6,5,4,8,data_public\capgmyo_dba\dba-s6.zip,006-005-008.mat,1000,64
448,S06_G05_T09,6,5,4,9,data_public\capgmyo_dba\dba-s6.zip,006-005-009.mat,1000,64
449,S06_G05_T10,6,5,4,10,data_public\capgmyo_dba\dba-s6.zip,006-005-010.mat,1000,64
450,S06_G06_T01,6,6,5,1,data_public\capgmyo_dba\dba-s6.zip,006-006-001.mat,1000,64
451,S06_G06_T02,6,6,5,2,data_public\capgmyo_dba\dba-s6.zip,006-006-002.mat,1000,64
452,S06_G06_T03,6,6,5,3,data_public\capgmyo_dba\dba-s6.zip,006-006-003.mat,1000,64
453,S06_G06_T04,6,6,5,4,data_public\capgmyo_dba\dba-s6.zip,006-006-004.mat,1000,64
454,S06_G06_T05,6,6,5,5,data_public\capgmyo_dba\dba-s6.zip,006-006-005.mat,1000,64
455,S06_G06_T06,6,6,5,6,data_public\capgmyo_dba\dba-s6.zip,006-006-006.mat,1000,64
456,S06_G06_T07,6,6,5,7,data_public\capgmyo_dba\dba-s6.zip,006-006-007.mat,1000,64
457,S06_G06_T08,6,6,5,8,data_public\capgmyo_dba\dba-s6.zip,006-006-008.mat,1000,64
458,S06_G06_T09,6,6,5,9,data_public\capgmyo_dba\dba-s6.zip,006-006-009.mat,1000,64
459,S06_G06_T10,6,6,5,10,data_public\capgmyo_dba\dba-s6.zip,006-006-010.mat,1000,64
460,S06_G07_T01,6,7,6,1,data_public\capgmyo_dba\dba-s6.zip,006-007-001.mat,1000,64
461,S06_G07_T02,6,7,6,2,data_public\capgmyo_dba\dba-s6.zip,006-007-002.mat,1000,64
462,S06_G07_T03,6,7,6,3,data_public\capgmyo_dba\dba-s6.zip,006-007-003.mat,1000,64
463,S06_G07_T04,6,7,6,4,data_public\capgmyo_dba\dba-s6.zip,006-007-004.mat,1000,64
464,S06_G07_T05,6,7,6,5,data_public\capgmyo_dba\dba-s6.zip,006-007-005.mat,1000,64
465,S06_G07_T06,6,7,6,6,data_public\capgmyo_dba\dba-s6.zip,006-007-006.mat,1000,64
466,S06_G07_T07,6,7,6,7,data_public\capgmyo_dba\dba-s6.zip,006-007-007.mat,1000,64
467,S06_G07_T08,6,7,6,8,data_public\capgmyo_dba\dba-s6.zip,006-007-008.mat,1000,64
468,S06_G07_T09,6,7,6,9,data_public\capgmyo_dba\dba-s6.zip,006-007-009.mat,1000,64
469,S06_G07_T10,6,7,6,10,data_public\capgmyo_dba\dba-s6.zip,006-007-010.mat,1000,64
470,S06_G08_T01,6,8,7,1,data_public\capgmyo_dba\dba-s6.zip,006-008-001.mat,1000,64
471,S06_G08_T02,6,8,7,2,data_public\capgmyo_dba\dba-s6.zip,006-008-002.mat,1000,64
472,S06_G08_T03,6,8,7,3,data_public\capgmyo_dba\dba-s6.zip,006-008-003.mat,1000,64
473,S06_G08_T04,6,8,7,4,data_public\capgmyo_dba\dba-s6.zip,006-008-004.mat,1000,64
474,S06_G08_T05,6,8,7,5,data_public\capgmyo_dba\dba-s6.zip,006-008-005.mat,1000,64
475,S06_G08_T06,6,8,7,6,data_public\capgmyo_dba\dba-s6.zip,006-008-006.mat,1000,64
476,S06_G08_T07,6,8,7,7,data_public\capgmyo_dba\dba-s6.zip,006-008-007.mat,1000,64
477,S06_G08_T08,6,8,7,8,data_public\capgmyo_dba\dba-s6.zip,006-008-008.mat,1000,64
478,S06_G08_T09,6,8,7,9,data_public\capgmyo_dba\dba-s6.zip,006-008-009.mat,1000,64
479,S06_G08_T10,6,8,7,10,data_public\capgmyo_dba\dba-s6.zip,006-008-010.mat,1000,64
480,S07_G01_T01,7,1,0,1,data_public\capgmyo_dba\dba-s7.zip,007-001-001.mat,1000,64
481,S07_G01_T02,7,1,0,2,data_public\capgmyo_dba\dba-s7.zip,007-001-002.mat,1000,64
482,S07_G01_T03,7,1,0,3,data_public\capgmyo_dba\dba-s7.zip,007-001-003.mat,1000,64
483,S07_G01_T04,7,1,0,4,data_public\capgmyo_dba\dba-s7.zip,007-001-004.mat,1000,64
484,S07_G01_T05,7,1,0,5,data_public\capgmyo_dba\dba-s7.zip,007-001-005.mat,1000,64
485,S07_G01_T06,7,1,0,6,data_public\capgmyo_dba\dba-s7.zip,007-001-006.mat,1000,64
486,S07_G01_T07,7,1,0,7,data_public\capgmyo_dba\dba-s7.zip,007-001-007.mat,1000,64
487,S07_G01_T08,7,1,0,8,data_public\capgmyo_dba\dba-s7.zip,007-001-008.mat,1000,64
488,S07_G01_T09,7,1,0,9,data_public\capgmyo_dba\dba-s7.zip,007-001-009.mat,1000,64
489,S07_G01_T10,7,1,0,10,data_public\capgmyo_dba\dba-s7.zip,007-001-010.mat,1000,64
490,S07_G02_T01,7,2,1,1,data_public\capgmyo_dba\dba-s7.zip,007-002-001.mat,1000,64
491,S07_G02_T02,7,2,1,2,data_public\capgmyo_dba\dba-s7.zip,007-002-002.mat,1000,64
492,S07_G02_T03,7,2,1,3,data_public\capgmyo_dba\dba-s7.zip,007-002-003.mat,1000,64
493,S07_G02_T04,7,2,1,4,data_public\capgmyo_dba\dba-s7.zip,007-002-004.mat,1000,64
494,S07_G02_T05,7,2,1,5,data_public\capgmyo_dba\dba-s7.zip,007-002-005.mat,1000,64
495,S07_G02_T06,7,2,1,6,data_public\capgmyo_dba\dba-s7.zip,007-002-006.mat,1000,64
496,S07_G02_T07,7,2,1,7,data_public\capgmyo_dba\dba-s7.zip,007-002-007.mat,1000,64
497,S07_G02_T08,7,2,1,8,data_public\capgmyo_dba\dba-s7.zip,007-002-008.mat,1000,64
498,S07_G02_T09,7,2,1,9,data_public\capgmyo_dba\dba-s7.zip,007-002-009.mat,1000,64
499,S07_G02_T10,7,2,1,10,data_public\capgmyo_dba\dba-s7.zip,007-002-010.mat,1000,64
500,S07_G03_T01,7,3,2,1,data_public\capgmyo_dba\dba-s7.zip,007-003-001.mat,1000,64
501,S07_G03_T02,7,3,2,2,data_public\capgmyo_dba\dba-s7.zip,007-003-002.mat,1000,64
502,S07_G03_T03,7,3,2,3,data_public\capgmyo_dba\dba-s7.zip,007-003-003.mat,1000,64
503,S07_G03_T04,7,3,2,4,data_public\capgmyo_dba\dba-s7.zip,007-003-004.mat,1000,64
504,S07_G03_T05,7,3,2,5,data_public\capgmyo_dba\dba-s7.zip,007-003-005.mat,1000,64
