selection_stage,subject_id,fold_id,fold_index,candidate_id,window_config_id,window_length_sec,window_length,step_samples,trim_config_id,trim_start_fraction,trim_end_fraction,modality,channel_count,model_type,feature_dim,train_window_count,validation_window_count,fit_eval_seconds,status,val_window_accuracy,val_window_balanced_accuracy,val_window_macro_precision,val_window_macro_recall,val_window_macro_f1,val_segment_accuracy,val_segment_balanced_accuracy,val_segment_macro_precision,val_segment_macro_recall,val_segment_macro_f1
feature_screen_with_shrinkage_lda,3,S03_personal_fold05,5,win0p25s_50ov__trim10_each_end__EMG_IMU__ShrinkageLDA,win0p25s_50ov,0.25,315,157,trim10_each_end,0.1,0.1,EMG_IMU,42,ShrinkageLDA,1386,4667,385,14.138245800000732,success,0.9428571428571428,0.9428571428571428,0.9555555555555555,0.9428571428571428,0.9421138630890953,1.0,1.0,1.0,1.0,1.0
feature_screen_with_shrinkage_lda,3,S03_personal_fold06,6,win0p25s_50ov__trim10_each_end__EMG_IMU__ShrinkageLDA,win0p25s_50ov,0.25,315,157,trim10_each_end,0.1,0.1,EMG_IMU,42,ShrinkageLDA,1386,4667,385,14.614318199999616,success,0.8597402597402597,0.8597402597402597,0.9098294573643411,0.8597402597402597,0.8416904625928041,0.8,0.8,0.7,0.8,0.7333333333333333
feature_screen_with_shrinkage_lda,3,S03_personal_fold07,7,win0p25s_50ov__trim10_each_end__EMG_IMU__ShrinkageLDA,win0p25s_50ov,0.25,315,157,trim10_each_end,0.1,0.1,EMG_IMU,42,ShrinkageLDA,1386,2310,2742,8.626600800000233,success,0.6703136396790663,0.714458726457984,0.7327751364499839,0.714458726457984,0.7008723828832488,0.8,0.8,0.7,0.8,0.7333333333333333
feature_screen_with_shrinkage_lda,3,S03_personal_fold08,8,win0p25s_50ov__trim10_each_end__EMG_IMU__ShrinkageLDA,win0p25s_50ov,0.25,315,157,trim10_each_end,0.1,0.1,EMG_IMU,42,ShrinkageLDA,1386,2310,385,8.582993300000453,success,0.9376623376623376,0.9376623376623376,0.9447146027724396,0.9376623376623376,0.934366629778465,1.0,1.0,1.0,1.0,1.0
feature_screen_with_shrinkage_lda,3,S03_personal_fold01,1,win0p25s_50ov__trim20_each_end__EMG__ShrinkageLDA,win0p25s_50ov,0.25,315,157,trim20_each_end,0.2,0.2,EMG,6,ShrinkageLDA,198,3480,285,0.18858460000046762,success,0.968421052631579,0.968421052631579,0.968888888888889,0.968421052631579,0.9683991683991684,1.0,1.0,1.0,1.0,1.0
feature_screen_with_shrinkage_lda,3,S03_personal_fold02,2,win0p25s_50ov__trim20_each_end__EMG__ShrinkageLDA,win0p25s_50ov,0.25,315,157,trim20_each_end,0.2,0.2,EMG,6,ShrinkageLDA,198,3480,285,0.20736040000156208,success,0.8912280701754386,0.8912280701754387,0.9078717964706616,0.8912280701754387,0.8871559196976213,1.0,1.0,1.0,1.0,1.0
feature_screen_with_shrinkage_lda,3,S03_personal_fold03,3,win0p25s_50ov__trim20_each_end__EMG__ShrinkageLDA,win0p25s_50ov,0.25,315,157,trim20_each_end,0.2,0.2,EMG,6,ShrinkageLDA,198,3480,285,0.23642220000147063,success,0.9719298245614035,0.9719298245614034,0.9727806990411383,0.9719298245614034,0.971895223420647,1.0,1.0,1.0,1.0,1.0
feature_screen_with_shrinkage_lda,3,S03_personal_fold04,4,win0p25s_50ov__trim20_each_end__EMG__ShrinkageLDA,win0p25s_50ov,0.25,315,157,trim20_each_end,0.2,0.2,EMG,6,ShrinkageLDA,198,3480,285,0.1828769999992801,success,0.9508771929824561,0.9508771929824562,0.9605633802816902,0.9508771929824562,0.9501249999999999,1.0,1.0,1.0,1.0,1.0
feature_screen_with_shrinkage_lda,3,S03_personal_fold05,5,win0p25s_50ov__trim20_each_end__EMG__ShrinkageLDA,win0p25s_50ov,0.25,315,157,trim20_each_end,0.2,0.2,EMG,6,ShrinkageLDA,198,3480,285,0.21339290000105393,success,0.9754385964912281,0.9754385964912281,0.975914362176628,0.9754385964912281,0.9755890336154698,1.0,1.0,1.0,1.0,1.0
feature_screen_with_shrinkage_lda,3,S03_personal_fold06,6,win0p25s_50ov__trim20_each_end__EMG__ShrinkageLDA,win0p25s_50ov,0.25,315,157,trim20_each_end,0.2,0.2,EMG,6,ShrinkageLDA,198,3480,285,0.20916179999949236,success,0.9473684210526315,0.9473684210526315,0.9561189358372456,0.9473684210526315,0.9471025910364146,1.0,1.0,1.0,1.0,1.0
feature_screen_with_shrinkage_lda,3,S03_personal_fold07,7,win0p25s_50ov__trim20_each_end__EMG__ShrinkageLDA,win0p25s_50ov,0.25,315,157,trim20_each_end,0.2,0.2,EMG,6,ShrinkageLDA,198,1710,2055,0.11209150000104273,success,0.6763990267639902,0.7096393625252377,0.7502865095930884,0.7096393625252377,0.7019687916019974,1.0,1.0,1.0,1.0,1.0
feature_screen_with_shrinkage_lda,3,S03_personal_fold08,8,win0p25s_50ov__trim20_each_end__EMG__ShrinkageLDA,win0p25s_50ov,0.25,315,157,trim20_each_end,0.2,0.2,EMG,6,ShrinkageLDA,198,1710,285,0.10592180000094231,success,0.9578947368421052,0.9578947368421051,0.9579776828764294,0.9578947368421051,0.9570203541104997,1.0,1.0,1.0,1.0,1.0
feature_screen_with_shrinkage_lda,3,S03_personal_fold01,1,win0p25s_50ov__trim20_each_end__EMG_ACC__ShrinkageLDA,win0p25s_50ov,0.25,315,157,trim20_each_end,0.2,0.2,EMG_ACC,24,ShrinkageLDA,792,3480,285,2.8413823999999295,success,0.9017543859649123,0.9017543859649123,0.9271814187068426,0.9017543859649123,0.8932045605104424,1.0,1.0,1.0,1.0,1.0
feature_screen_with_shrinkage_lda,3,S03_personal_fold02,2,win0p25s_50ov__trim20_each_end__EMG_ACC__ShrinkageLDA,win0p25s_50ov,0.25,315,157,trim20_each_end,0.2,0.2,EMG_ACC,24,ShrinkageLDA,792,3480,285,2.8841871000004176,success,0.9087719298245615,0.9087719298245615,0.9083533562785462,0.9087719298245615,0.9083882383132759,1.0,1.0,1.0,1.0,1.0
feature_screen_with_shrinkage_lda,3,S03_personal_fold03,3,win0p25s_50ov__trim20_each_end__EMG_ACC__ShrinkageLDA,win0p25s_50ov,0.25,315,157,trim20_each_end,0.2,0.2,EMG_ACC,24,ShrinkageLDA,792,3480,285,2.84352410000065,success,0.9719298245614035,0.9719298245614034,0.9727806990411383,0.9719298245614034,0.971895223420647,1.0,1.0,1.0,1.0,1.0
feature_screen_with_shrinkage_lda,3,S03_personal_fold04,4,win0p25s_50ov__trim20_each_end__EMG_ACC__ShrinkageLDA,win0p25s_50ov,0.25,315,157,trim20_each_end,0.2,0.2,EMG_ACC,24,ShrinkageLDA,792,3480,285,2.806762800000797,success,0.9543859649122807,0.9543859649122807,0.9628571428571429,0.9543859649122807,0.9537849847976924,1.0,1.0,1.0,1.0,1.0
feature_screen_with_shrinkage_lda,3,S03_personal_fold05,5,win0p25s_50ov__trim20_each_end__EMG_ACC__ShrinkageLDA,win0p25s_50ov,0.25,315,157,trim20_each_end,0.2,0.2,EMG_ACC,24,ShrinkageLDA,792,3480,285,2.8033665000002657,success,0.9614035087719298,0.9614035087719298,0.9656153370439086,0.9614035087719298,0.9614759851054847,1.0,1.0,1.0,1.0,1.0
feature_screen_with_shrinkage_lda,3,S03_personal_fold06,6,win0p25s_50ov__trim20_each_end__EMG_ACC__ShrinkageLDA,win0p25s_50ov,0.25,315,157,trim20_each_end,0.2,0.2,EMG_ACC,24,ShrinkageLDA,792,3480,285,2.769230100000641,success,0.9228070175438596,0.9228070175438596,0.9443037974683545,0.9228070175438596,0.9198209718670076,1.0,1.0,1.0,1.0,1.0
feature_screen_with_shrinkage_lda,3,S03_personal_fold07,7,win0p25s_50ov__trim20_each_end__EMG_ACC__ShrinkageLDA,win0p25s_50ov,0.25,315,157,trim20_each_end,0.2,0.2,EMG_ACC,24,ShrinkageLDA,792,1710,2055,1.7353351000001567,success,0.6428223844282238,0.6823333974960797,0.7271926483173832,0.6823333974960797,0.6744343268809245,0.8,0.8,0.7,0.8,0.7333333333333333
feature_screen_with_shrinkage_lda,3,S03_personal_fold08,8,win0p25s_50ov__trim20_each_end__EMG_ACC__ShrinkageLDA,win0p25s_50ov,0.25,315,157,trim20_each_end,0.2,0.2,EMG_ACC,24,ShrinkageLDA,792,1710,285,1.7670478000000003,success,0.9438596491228071,0.9438596491228071,0.9502548386160334,0.9438596491228071,0.9409899696384276,1.0,1.0,1.0,1.0,1.0
feature_screen_with_shrinkage_lda,3,S03_personal_fold01,1,win0p25s_50ov__trim20_each_end__EMG_IMU__ShrinkageLDA,win0p25s_50ov,0.25,315,157,trim20_each_end,0.2,0.2,EMG_IMU,42,ShrinkageLDA,1386,3480,285,11.380349699998987,success,0.9368421052631579,0.9368421052631579,0.9481053964543152,0.9368421052631579,0.9340567797496601,1.0,1.0,1.0,1.0,1.0
feature_screen_with_shrinkage_lda,3,S03_personal_fold02,2,win0p25s_50ov__trim20_each_end__EMG_IMU__ShrinkageLDA,win0p25s_50ov,0.25,315,157,trim20_each_end,0.2,0.2,EMG_IMU,42,ShrinkageLDA,1386,3480,285,10.289169899999251,success,0.9192982456140351,0.9192982456140351,0.9188367209991991,0.9192982456140351,0.9188883936410173,1.0,1.0,1.0,1.0,1.0
feature_screen_with_shrinkage_lda,3,S03_personal_fold03,3,win0p25s_50ov__trim20_each_end__EMG_IMU__ShrinkageLDA,win0p25s_50ov,0.25,315,157,trim20_each_end,0.2,0.2,EMG_IMU,42,ShrinkageLDA,1386,3480,285,10.357963700000255,success,0.968421052631579,0.968421052631579,0.9697270471464019,0.968421052631579,0.968360188111942,1.0,1.0,1.0,1.0,1.0
feature_screen_with_shrinkage_lda,3,S03_personal_fold04,4,win0p25s_50ov__trim20_each_end__EMG_IMU__ShrinkageLDA,win0p25s_50ov,0.25,315,157,trim20_each_end,0.2,0.2,EMG_IMU,42,ShrinkageLDA,1386,3480,285,9.923760500001663,success,0.9333333333333333,0.9333333333333332,0.95,0.9333333333333332,0.9314285714285715,1.0,1.0,1.0,1.0,1.0
feature_screen_with_shrinkage_lda,3,S03_personal_fold05,5,win0p25s_50ov__trim20_each_end__EMG_IMU__ShrinkageLDA,win0p25s_50ov,0.25,315,157,trim20_each_end,0.2,0.2,EMG_IMU,42,ShrinkageLDA,1386,3480,285,10.538697399999364,success,0.9719298245614035,0.9719298245614034,0.9753846153846155,0.9719298245614034,0.9717909062789978,1.0,1.0,1.0,1.0,1.0
feature_screen_with_shrinkage_lda,3,S03_personal_fold06,6,win0p25s_50ov__trim20_each_end__EMG_IMU__ShrinkageLDA,win0p25s_50ov,0.25,315,157,trim20_each_end,0.2,0.2,EMG_IMU,42,ShrinkageLDA,1386,3480,285,10.410115999999107,success,0.9087719298245615,0.9087719298245613,0.9373493975903614,0.9087719298245613,0.9037662337662338,1.0,1.0,1.0,1.0,1.0
feature_screen_with_shrinkage_lda,3,S03_personal_fold07,7,win0p25s_50ov__trim20_each_end__EMG_IMU__ShrinkageLDA,win0p25s_50ov,0.25,315,157,trim20_each_end,0.2,0.2,EMG_IMU,42,ShrinkageLDA,1386,1710,2055,6.386033999999199,success,0.645742092457421,0.6947297349192302,0.7082480197338492,0.6947297349192302,0.6702192364768793,0.8,0.8,0.7,0.8,0.7333333333333333
feature_screen_with_shrinkage_lda,3,S03_personal_fold08,8,win0p25s_50ov__trim20_each_end__EMG_IMU__ShrinkageLDA,win0p25s_50ov,0.25,315,157,trim20_each_end,0.2,0.2,EMG_IMU,42,ShrinkageLDA,1386,1710,285,6.017692200000965,success,0.9649122807017544,0.9649122807017545,0.9673079377815059,0.9649122807017545,0.9638470779729612,1.0,1.0,1.0,1.0,1.0
feature_screen_with_shrinkage_lda,3,S03_personal_fold01,1,win0p5s_50ov__full_segment__EMG__ShrinkageLDA,win0p5s_50ov,0.5,630,315,full_segment,0.0,0.0,EMG,6,ShrinkageLDA,198,2884,235,0.16745959999934712,success,0.9829787234042553,0.9829787234042552,0.9836734693877551,0.9829787234042552,0.9827777777777778,1.0,1.0,1.0,1.0,1.0
feature_screen_with_shrinkage_lda,3,S03_personal_fold02,2,win0p5s_50ov__full_segment__EMG__ShrinkageLDA,win0p5s_50ov,0.5,630,315,full_segment,0.0,0.0,EMG,6,ShrinkageLDA,198,2884,235,0.17476170000009006,success,0.9106382978723404,0.9106382978723404,0.9106884057971015,0.9106382978723404,0.9106281833616299,1.0,1.0,1.0,1.0,1.0
feature_screen_with_shrinkage_lda,3,S03_personal_fold03,3,win0p5s_50ov__full_segment__EMG__ShrinkageLDA,win0p5s_50ov,0.5,630,315,full_segment,0.0,0.0,EMG,6,ShrinkageLDA,198,2884,235,0.1741927000002761,success,0.9787234042553191,0.9787234042553191,0.9788043478260869,0.9787234042553191,0.9787209960384832,1.0,1.0,1.0,1.0,1.0
feature_screen_with_shrinkage_lda,3,S03_personal_fold04,4,win0p5s_50ov__full_segment__EMG__ShrinkageLDA,win0p5s_50ov,0.5,630,315,full_segment,0.0,0.0,EMG,6,ShrinkageLDA,198,2884,235,0.174677499999234,success,0.9617021276595744,0.9617021276595745,0.9678571428571429,0.9617021276595745,0.9613478012564249,1.0,1.0,1.0,1.0,1.0
feature_screen_with_shrinkage_lda,3,S03_personal_fold05,5,win0p5s_50ov__full_segment__EMG__ShrinkageLDA,win0p5s_50ov,0.5,630,315,full_segment,0.0,0.0,EMG,6,ShrinkageLDA,198,2884,235,0.18808979999994335,success,0.9617021276595744,0.9617021276595745,0.9654923215898826,0.9617021276595745,0.9618458620055554,1.0,1.0,1.0,1.0,1.0
feature_screen_with_shrinkage_lda,3,S03_personal_fold06,6,win0p5s_50ov__full_segment__EMG__ShrinkageLDA,win0p5s_50ov,0.5,630,315,full_segment,0.0,0.0,EMG,6,ShrinkageLDA,198,2884,235,0.19081980000009935,success,0.9446808510638298,0.9446808510638298,0.9479629629629629,0.9446808510638298,0.9443723682713099,1.0,1.0,1.0,1.0,1.0
feature_screen_with_shrinkage_lda,3,S03_personal_fold07,7,win0p5s_50ov__full_segment__EMG__ShrinkageLDA,win0p5s_50ov,0.5,630,315,full_segment,0.0,0.0,EMG,6,ShrinkageLDA,198,1410,1709,0.10785199999918405,success,0.6699824458747806,0.7058942139927826,0.7576584301471139,0.7058942139927826,0.7007794376768001,1.0,1.0,1.0,1.0,1.0
feature_screen_with_shrinkage_lda,3,S03_personal_fold08,8,win0p5s_50ov__full_segment__EMG__ShrinkageLDA,win0p5s_50ov,0.5,630,315,full_segment,0.0,0.0,EMG,6,ShrinkageLDA,198,1410,235,0.1063785000005737,success,0.9234042553191489,0.9234042553191489,0.9225264914476428,0.9234042553191489,0.9213811750203253,1.0,1.0,1.0,1.0,1.0
feature_screen_with_shrinkage_lda,3,S03_personal_fold01,1,win0p5s_50ov__full_segment__EMG_ACC__ShrinkageLDA,win0p5s_50ov,0.5,630,315,full_segment,0.0,0.0,EMG_ACC,24,ShrinkageLDA,792,2884,235,2.186412500001097,success,0.9361702127659575,0.9361702127659575,0.9516129032258064,0.9361702127659575,0.9345023806758797,1.0,1.0,1.0,1.0,1.0
feature_screen_with_shrinkage_lda,3,S03_personal_fold02,2,win0p5s_50ov__full_segment__EMG_ACC__ShrinkageLDA,win0p5s_50ov,0.5,630,315,full_segment,0.0,0.0,EMG_ACC,24,ShrinkageLDA,792,2884,235,2.3802389000011317,success,0.9063829787234042,0.9063829787234041,0.9138014527845038,0.9063829787234041,0.90483202945237,1.0,1.0,1.0,1.0,1.0
feature_screen_with_shrinkage_lda,3,S03_personal_fold03,3,win0p5s_50ov__full_segment__EMG_ACC__ShrinkageLDA,win0p5s_50ov,0.5,630,315,full_segment,0.0,0.0,EMG_ACC,24,ShrinkageLDA,792,2884,235,2.350357699999222,success,0.9702127659574468,0.9702127659574469,0.9740740740740741,0.9702127659574469,0.9700466598383976,1.0,1.0,1.0,1.0,1.0
feature_screen_with_shrinkage_lda,3,S03_personal_fold04,4,win0p5s_50ov__full_segment__EMG_ACC__ShrinkageLDA,win0p5s_50ov,0.5,630,315,full_segment,0.0,0.0,EMG_ACC,24,ShrinkageLDA,792,2884,235,2.0641586000001553,success,0.8936170212765957,0.8936170212765958,0.9305555555555556,0.8936170212765958,0.8872612270714736,1.0,1.0,1.0,1.0,1.0
feature_screen_with_shrinkage_lda,3,S03_personal_fold05,5,win0p5s_50ov__full_segment__EMG_ACC__ShrinkageLDA,win0p5s_50ov,0.5,630,315,full_segment,0.0,0.0,EMG_ACC,24,ShrinkageLDA,792,2884,235,2.3159279999999853,success,0.948936170212766,0.948936170212766,0.9593220338983052,0.948936170212766,0.9487019288352435,1.0,1.0,1.0,1.0,1.0
feature_screen_with_shrinkage_lda,3,S03_personal_fold06,6,win0p5s_50ov__full_segment__EMG_ACC__ShrinkageLDA,win0p5s_50ov,0.5,630,315,full_segment,0.0,0.0,EMG_ACC,24,ShrinkageLDA,792,2884,235,2.2617846000011923,success,0.9404255319148936,0.9404255319148935,0.9502179176755448,0.9404255319148935,0.9394385641969627,1.0,1.0,1.0,1.0,1.0
feature_screen_with_shrinkage_lda,3,S03_personal_fold07,7,win0p5s_50ov__full_segment__EMG_ACC__ShrinkageLDA,win0p5s_50ov,0.5,630,315,full_segment,0.0,0.0,EMG_ACC,24,ShrinkageLDA,792,1410,1709,1.277999699999782,success,0.6325336454066706,0.6753736192025066,0.7234744414213303,0.6753736192025066,0.6670836292811536,0.8,0.8,0.7,0.8,0.7333333333333333
feature_screen_with_shrinkage_lda,3,S03_personal_fold08,8,win0p5s_50ov__full_segment__EMG_ACC__ShrinkageLDA,win0p5s_50ov,0.5,630,315,full_segment,0.0,0.0,EMG_ACC,24,ShrinkageLDA,792,1410,235,1.3055452999997215,success,0.9106382978723404,0.9106382978723404,0.92997557997558,0.9106382978723404,0.9032738342327384,1.0,1.0,1.0,1.0,1.0
feature_screen_with_shrinkage_lda,3,S03_personal_fold01,1,win0p5s_50ov__full_segment__EMG_IMU__ShrinkageLDA,win0p5s_50ov,0.5,630,315,full_segment,0.0,0.0,EMG_IMU,42,ShrinkageLDA,1386,2884,235,8.95113769999989,success,0.9659574468085106,0.9659574468085106,0.9709090909090909,0.9659574468085106,0.9657090743274054,1.0,1.0,1.0,1.0,1.0
feature_screen_with_shrinkage_lda,3,S03_personal_fold02,2,win0p5s_50ov__full_segment__EMG_IMU__ShrinkageLDA,win0p5s_50ov,0.5,630,315,full_segment,0.0,0.0,EMG_IMU,42,ShrinkageLDA,1386,2884,235,9.067943599999126,success,0.8893617021276595,0.8893617021276595,0.9010752688172043,0.8893617021276595,0.886060606060606,1.0,1.0,1.0,1.0,1.0
feature_screen_with_shrinkage_lda,3,S03_personal_fold03,3,win0p5s_50ov__full_segment__EMG_IMU__ShrinkageLDA,win0p5s_50ov,0.5,630,315,full_segment,0.0,0.0,EMG_IMU,42,ShrinkageLDA,1386,2884,235,9.135739900000772,success,0.9659574468085106,0.9659574468085106,0.9687068568798896,0.9659574468085106,0.9658181818181818,1.0,1.0,1.0,1.0,1.0
feature_screen_with_shrinkage_lda,3,S03_personal_fold04,4,win0p5s_50ov__full_segment__EMG_IMU__ShrinkageLDA,win0p5s_50ov,0.5,630,315,full_segment,0.0,0.0,EMG_IMU,42,ShrinkageLDA,1386,2884,235,8.779454499999702,success,0.9319148936170213,0.9319148936170212,0.9492063492063492,0.9319148936170212,0.9298834498834498,1.0,1.0,1.0,1.0,1.0
feature_screen_with_shrinkage_lda,3,S03_personal_fold05,5,win0p5s_50ov__full_segment__EMG_IMU__ShrinkageLDA,win0p5s_50ov,0.5,630,315,full_segment,0.0,0.0,EMG_IMU,42,ShrinkageLDA,1386,2884,235,8.97599420000006,success,0.9531914893617022,0.9531914893617021,0.9620689655172413,0.9531914893617021,0.9525415949512336,1.0,1.0,1.0,1.0,1.0
feature_screen_with_shrinkage_lda,3,S03_personal_fold06,6,win0p5s_50ov__full_segment__EMG_IMU__ShrinkageLDA,win0p5s_50ov,0.5,630,315,full_segment,0.0,0.0,EMG_IMU,42,ShrinkageLDA,1386,2884,235,8.832239999999729,success,0.9276595744680851,0.9276595744680851,0.9421370967741935,0.9276595744680851,0.925769364765997,1.0,1.0,1.0,1.0,1.0
feature_screen_with_shrinkage_lda,3,S03_personal_fold07,7,win0p5s_50ov__full_segment__EMG_IMU__ShrinkageLDA,win0p5s_50ov,0.5,630,315,full_segment,0.0,0.0,EMG_IMU,42,ShrinkageLDA,1386,1410,1709,5.720049200001085,success,0.6454066705675834,0.6907975369393717,0.7275531361585742,0.6907975369393717,0.674900422628202,0.8,0.8,0.7,0.8,0.7333333333333333
feature_screen_with_shrinkage_lda,3,S03_personal_fold08,8,win0p5s_50ov__full_segment__EMG_IMU__ShrinkageLDA,win0p5s_50ov,0.5,630,315,full_segment,0.0,0.0,EMG_IMU,42,ShrinkageLDA,1386,1410,235,5.621452999999747,success,0.9234042553191489,0.9234042553191489,0.9361430395913155,0.9234042553191489,0.9178178118563736,1.0,1.0,1.0,1.0,1.0
feature_screen_with_shrinkage_lda,3,S03_personal_fold01,1,win0p5s_50ov__trim10_each_end__EMG__ShrinkageLDA,win0p5s_50ov,0.5,630,315,trim10_each_end,0.1,0.1,EMG,6,ShrinkageLDA,198,2316,190,0.14046950000010838,success,0.9736842105263158,0.9736842105263157,0.9738045738045737,0.9736842105263157,0.9736796536796536,1.0,1.0,1.0,1.0,1.0
feature_screen_with_shrinkage_lda,3,S03_personal_fold02,2,win0p5s_50ov__trim10_each_end__EMG__ShrinkageLDA,win0p5s_50ov,0.5,630,315,trim10_each_end,0.1,0.1,EMG,6,ShrinkageLDA,198,2316,190,0.13683660000060627,success,0.9157894736842105,0.9157894736842106,0.9161111111111111,0.9157894736842106,0.9157311157311157,1.0,1.0,1.0,1.0,1.0
feature_screen_with_shrinkage_lda,3,S03_personal_fold03,3,win0p5s_50ov__trim10_each_end__EMG__ShrinkageLDA,win0p5s_50ov,0.5,630,315,trim10_each_end,0.1,0.1,EMG,6,ShrinkageLDA,198,2316,190,0.13420849999965867,success,0.9631578947368421,0.9631578947368421,0.9669648181276088,0.9631578947368421,0.9629757896424562,1.0,1.0,1.0,1.0,1.0
feature_screen_with_shrinkage_lda,3,S03_personal_fold04,4,win0p5s_50ov__trim10_each_end__EMG__ShrinkageLDA,win0p5s_50ov,0.5,630,315,trim10_each_end,0.1,0.1,EMG,6,ShrinkageLDA,198,2316,190,0.12059399999998277,success,0.9631578947368421,0.9631578947368421,0.968888888888889,0.9631578947368421,0.962842675048018,1.0,1.0,1.0,1.0,1.0
feature_screen_with_shrinkage_lda,3,S03_personal_fold05,5,win0p5s_50ov__trim10_each_end__EMG__ShrinkageLDA,win0p5s_50ov,0.5,630,315,trim10_each_end,0.1,0.1,EMG,6,ShrinkageLDA,198,2316,190,0.12626449999879696,success,0.9631578947368421,0.9631578947368421,0.9662106703146375,0.9631578947368421,0.9633827160493826,1.0,1.0,1.0,1.0,1.0
feature_screen_with_shrinkage_lda,3,S03_personal_fold06,6,win0p5s_50ov__trim10_each_end__EMG__ShrinkageLDA,win0p5s_50ov,0.5,630,315,trim10_each_end,0.1,0.1,EMG,6,ShrinkageLDA,198,2316,190,0.12922450000041863,success,0.9315789473684211,0.9315789473684211,0.9393983859134263,0.9315789473684211,0.9306057945566287,1.0,1.0,1.0,1.0,1.0
feature_screen_with_shrinkage_lda,3,S03_personal_fold07,7,win0p5s_50ov__trim10_each_end__EMG__ShrinkageLDA,win0p5s_50ov,0.5,630,315,trim10_each_end,0.1,0.1,EMG,6,ShrinkageLDA,198,1140,1366,0.07456699999966077,success,0.6581259150805271,0.701154053701331,0.7526140060750208,0.701154053701331,0.6946684146448956,0.8,0.8,0.7,0.8,0.7333333333333333
feature_screen_with_shrinkage_lda,3,S03_personal_fold08,8,win0p5s_50ov__trim10_each_end__EMG__ShrinkageLDA,win0p5s_50ov,0.5,630,315,trim10_each_end,0.1,0.1,EMG,6,ShrinkageLDA,198,1140,190,0.06382320000011532,success,0.9315789473684211,0.9315789473684211,0.9345782874290002,0.9315789473684211,0.9299457428442937,1.0,1.0,1.0,1.0,1.0
feature_screen_with_shrinkage_lda,3,S03_personal_fold01,1,win0p5s_50ov__trim10_each_end__EMG_ACC__ShrinkageLDA,win0p5s_50ov,0.5,630,315,trim10_each_end,0.1,0.1,EMG_ACC,24,ShrinkageLDA,792,2316,190,1.9440877999986697,success,0.9263157894736842,0.9263157894736842,0.9461538461538461,0.9263157894736842,0.9237275985663083,1.0,1.0,1.0,1.0,1.0
feature_screen_with_shrinkage_lda,3,S03_personal_fold02,2,win0p5s_50ov__trim10_each_end__EMG_ACC__ShrinkageLDA,win0p5s_50ov,0.5,630,315,trim10_each_end,0.1,0.1,EMG_ACC,24,ShrinkageLDA,792,2316,190,1.9797202999998262,success,0.9263157894736842,0.9263157894736842,0.9266666666666665,0.9263157894736842,0.9262647262647263,1.0,1.0,1.0,1.0,1.0
feature_screen_with_shrinkage_lda,3,S03_personal_fold03,3,win0p5s_50ov__trim10_each_end__EMG_ACC__ShrinkageLDA,win0p5s_50ov,0.5,630,315,trim10_each_end,0.1,0.1,EMG_ACC,24,ShrinkageLDA,792,2316,190,1.9634007000004203,success,0.9736842105263158,0.9736842105263157,0.9767441860465116,0.9736842105263157,0.9735698139454009,1.0,1.0,1.0,1.0,1.0
feature_screen_with_shrinkage_lda,3,S03_personal_fold04,4,win0p5s_50ov__trim10_each_end__EMG_ACC__ShrinkageLDA,win0p5s_50ov,0.5,630,315,trim10_each_end,0.1,0.1,EMG_ACC,24,ShrinkageLDA,792,2316,190,1.8305407000007108,success,0.9421052631578948,0.9421052631578947,0.9551020408163264,0.9421052631578947,0.940866489832007,1.0,1.0,1.0,1.0,1.0
feature_screen_with_shrinkage_lda,3,S03_personal_fold05,5,win0p5s_50ov__trim10_each_end__EMG_ACC__ShrinkageLDA,win0p5s_50ov,0.5,630,315,trim10_each_end,0.1,0.1,EMG_ACC,24,ShrinkageLDA,792,2316,190,1.8379069000002346,success,0.9368421052631579,0.9368421052631579,0.952,0.9368421052631579,0.9362144522144522,1.0,1.0,1.0,1.0,1.0
feature_screen_with_shrinkage_lda,3,S03_personal_fold06,6,win0p5s_50ov__trim10_each_end__EMG_ACC__ShrinkageLDA,win0p5s_50ov,0.5,630,315,trim10_each_end,0.1,0.1,EMG_ACC,24,ShrinkageLDA,792,2316,190,1.7835804000005737,success,0.9263157894736842,0.9263157894736842,0.9461538461538461,0.9263157894736842,0.9237275985663083,1.0,1.0,1.0,1.0,1.0
feature_screen_with_shrinkage_lda,3,S03_personal_fold07,7,win0p5s_50ov__trim10_each_end__EMG_ACC__ShrinkageLDA,win0p5s_50ov,0.5,630,315,trim10_each_end,0.1,0.1,EMG_ACC,24,ShrinkageLDA,792,1140,1366,1.2391453999989608,success,0.6325036603221084,0.6801402175460441,0.7179483399163089,0.6801402175460441,0.6683089728975645,0.8,0.8,0.7,0.8,0.7333333333333333
feature_screen_with_shrinkage_lda,3,S03_personal_fold08,8,win0p5s_50ov__trim10_each_end__EMG_ACC__ShrinkageLDA,win0p5s_50ov,0.5,630,315,trim10_each_end,0.1,0.1,EMG_ACC,24,ShrinkageLDA,792,1140,190,1.1988664000000426,success,0.8947368421052632,0.8947368421052632,0.9160504201680671,0.8947368421052632,0.8844972630365889,1.0,1.0,1.0,1.0,1.0
feature_screen_with_shrinkage_lda,3,S03_personal_fold01,1,win0p5s_50ov__trim10_each_end__EMG_IMU__ShrinkageLDA,win0p5s_50ov,0.5,630,315,trim10_each_end,0.1,0.1,EMG_IMU,42,ShrinkageLDA,1386,2316,190,9.623641600001065,success,0.9736842105263158,0.9736842105263157,0.9767441860465116,0.9736842105263157,0.9735698139454009,1.0,1.0,1.0,1.0,1.0
