trial_index,subject_id,task_protocol,input_mode,evaluation_mode,fold_index,held_out_condition,block_index,sequence_number,condition_order,condition_id,sequence_trial_index,target_count,from_target_index,to_target_index,model_sha256,dataset_sha256,split_manifest_sha256,provenance_valid,provenance_errors,input_segment_ids,input_source_files,input_sample_ranges,stream_instance_ids,replay_wrap_count,distance_config_m,distance_center_m,distance_actual_m,target_width_m,effective_stop_radius_m,index_of_difficulty_bits,timing_clock,selection_made,hit,miss,timeout,success,movement_time_s,confirmation_time_s,selection_confirmation_delay_s,wall_movement_time_s,observed_real_time_factor,throughput_bits_per_s,classification_errors,direction_errors,prediction_count,classification_accuracy,mean_inference_ms,p95_inference_ms,mean_control_latency_ms,p95_control_latency_ms,path_length_m,direction_switches,endpoint_radial_error_m,endpoint_axis_error_m,endpoint_orthogonal_error_m,effective_amplitude_m,start_target_x,start_target_y,start_x,start_y,target_x,target_y,first_selection_x,first_selection_y,confirmed_end_x,confirmed_end_y,end_x,end_y,timestamp
26,1,short_multidirectional_EMG_robot_v4_adaptive_control,heldout_replay_autopilot,1,1,dynamic,1,4,4,FORMAL_A280_W025,5,7,5,1,600772057b82e9959c9aeb7b3b7837360aa53515630d0b85f76eac28e15c0b72,a74323189f537088b6296b94bab737582d2c5d3ef8ef6554eed6ae5a46110a2d,8fe8c76a91d44a492e212c1fd2afdfed2006048f61d6d1346c935e9a8664253f,1,0,"[""dynamic/hands_open_v1_Plot_and_Store_Rep_1.7.hpf"", ""dynamic/hands_up_v1_Plot_and_Store_Rep_1.8.hpf"", ""dynamic/rest_v1_Plot_and_Store_Rep_1.5.hpf""]","[""dynamic/hands_open_v1_Plot_and_Store_Rep_1.7.hpf"", ""dynamic/hands_up_v1_Plot_and_Store_Rep_1.8.hpf"", ""dynamic/rest_v1_Plot_and_Store_Rep_1.5.hpf""]","{""dynamic/hands_open_v1_Plot_and_Store_Rep_1.7.hpf"": [224, 335], ""dynamic/hands_up_v1_Plot_and_Store_Rep_1.8.hpf"": [407, 415], ""dynamic/rest_v1_Plot_and_Store_Rep_1.5.hpf"": [463, 464]}","[110, 111, 112, 113]",1,0.28,0.28,0.2717894143158674,0.025,0.0115,3.608809242675524,ros_time,1,1,0,0,1,17.468,17.72,0.252,28.859293938,0.6140136358868946,0.20659544553901557,16,16,71,0.7746478873239436,3.816218605633803,5.389843,29.183098591549296,72.0,0.346939285480816,3,0.010247194115694242,-0.006495061979722189,-0.007925853715801597,0.26520203475147824,-0.2566136486161705,0.2737056416919937,-0.2522063267802701,0.283689983379095,-0.0043423656034931035,0.39519308864491,-0.00675531519640866,0.3852340394178619,-0.006755315199402709,0.38523403941032497,-0.00675531519640866,0.3852340394178619,2026-07-27T20:21:25
27,1,short_multidirectional_EMG_robot_v4_adaptive_control,heldout_replay_autopilot,1,1,dynamic,1,4,4,FORMAL_A280_W025,6,7,1,4,600772057b82e9959c9aeb7b3b7837360aa53515630d0b85f76eac28e15c0b72,a74323189f537088b6296b94bab737582d2c5d3ef8ef6554eed6ae5a46110a2d,8fe8c76a91d44a492e212c1fd2afdfed2006048f61d6d1346c935e9a8664253f,1,0,"[""dynamic/hands_close_v1_Plot_and_Store_Rep_1.6.hpf"", ""dynamic/hands_down_v1_Plot_and_Store_Rep_1.9.hpf"", ""dynamic/rest_v1_Plot_and_Store_Rep_1.5.hpf""]","[""dynamic/hands_close_v1_Plot_and_Store_Rep_1.6.hpf"", ""dynamic/hands_down_v1_Plot_and_Store_Rep_1.9.hpf"", ""dynamic/rest_v1_Plot_and_Store_Rep_1.5.hpf""]","{""dynamic/hands_down_v1_Plot_and_Store_Rep_1.9.hpf"": [112, 223], ""dynamic/hands_close_v1_Plot_and_Store_Rep_1.6.hpf"": [22, 57], ""dynamic/rest_v1_Plot_and_Store_Rep_1.5.hpf"": [538, 539]}","[114, 115, 116, 117]",1,0.28,0.28,0.2707437649686439,0.025,0.0115,3.608809242675524,ros_time,1,1,0,0,1,17.488,17.74,0.252,27.405482929,0.6473157231331925,0.20635917444393437,0,0,71,1.0,3.6513119436619723,6.010956,23.098591549295776,60.0,0.36658397601217557,1,0.011127320987107525,-0.009088103013291828,0.006420565081822594,0.2616211492752549,-0.0043423656034931035,0.39519308864491,-0.006755315206831517,0.3852340393920026,-0.17891951012393847,0.1762802735538616,-0.16823337066070557,0.17938248175487906,-0.16823337065928232,0.179382481747128,-0.16823337066070557,0.17938248175487906,2026-07-27T20:21:51
28,1,short_multidirectional_EMG_robot_v4_adaptive_control,heldout_replay_autopilot,1,1,dynamic,1,4,4,FORMAL_A280_W025,7,7,4,0,600772057b82e9959c9aeb7b3b7837360aa53515630d0b85f76eac28e15c0b72,a74323189f537088b6296b94bab737582d2c5d3ef8ef6554eed6ae5a46110a2d,8fe8c76a91d44a492e212c1fd2afdfed2006048f61d6d1346c935e9a8664253f,1,0,"[""dynamic/hands_open_v1_Plot_and_Store_Rep_1.7.hpf"", ""dynamic/hands_up_v1_Plot_and_Store_Rep_1.8.hpf"", ""dynamic/rest_v1_Plot_and_Store_Rep_1.5.hpf""]","[""dynamic/hands_open_v1_Plot_and_Store_Rep_1.7.hpf"", ""dynamic/hands_up_v1_Plot_and_Store_Rep_1.8.hpf"", ""dynamic/rest_v1_Plot_and_Store_Rep_1.5.hpf""]","{""dynamic/hands_up_v1_Plot_and_Store_Rep_1.8.hpf"": [336, 391], ""dynamic/hands_open_v1_Plot_and_Store_Rep_1.7.hpf"": [313, 321], ""dynamic/rest_v1_Plot_and_Store_Rep_1.5.hpf"": [536, 537]}","[118, 119, 120]",0,0.28,0.27999999999999997,0.2747699375689269,0.025,0.0115,3.608809242675524,ros_time,1,1,0,0,1,16.464,16.724,0.26,27.335616643,0.6118025511702739,0.2191939530293686,3,4,67,0.9552238805970149,3.8051933582089554,5.358324,28.119402985074625,56.0,0.3217183936567399,3,0.010491350073579896,-0.0039841469149041785,0.00970541084791697,0.270613534012497,-0.17891951012393847,0.1762802735538616,-0.1682333706556495,0.17938248172734514,-0.11661364861617045,0.4492600889647722,-0.1269622806435206,0.44753549001750725,-0.12696228087582856,0.44753549000848925,-0.1269622806435206,0.44753549001750725,2026-07-27T20:22:18
29,1,short_multidirectional_EMG_robot_v4_adaptive_control,heldout_replay_autopilot,1,1,dynamic,1,5,5,FORMAL_A080_W025,1,7,0,3,600772057b82e9959c9aeb7b3b7837360aa53515630d0b85f76eac28e15c0b72,a74323189f537088b6296b94bab737582d2c5d3ef8ef6554eed6ae5a46110a2d,8fe8c76a91d44a492e212c1fd2afdfed2006048f61d6d1346c935e9a8664253f,1,0,"[""dynamic/hands_down_v1_Plot_and_Store_Rep_1.9.hpf"", ""dynamic/hands_open_v1_Plot_and_Store_Rep_1.7.hpf"", ""dynamic/rest_v1_Plot_and_Store_Rep_1.5.hpf""]","[""dynamic/hands_down_v1_Plot_and_Store_Rep_1.9.hpf"", ""dynamic/hands_open_v1_Plot_and_Store_Rep_1.7.hpf"", ""dynamic/rest_v1_Plot_and_Store_Rep_1.5.hpf""]","{""dynamic/hands_down_v1_Plot_and_Store_Rep_1.9.hpf"": [199, 217], ""dynamic/hands_open_v1_Plot_and_Store_Rep_1.7.hpf"": [298, 305], ""dynamic/rest_v1_Plot_and_Store_Rep_1.5.hpf"": [500, 501]}","[121, 122, 123]",0,0.08,0.08,0.08129881209739351,0.025,0.0115,2.0703893278913976,ros_time,1,1,0,0,1,6.988,7.24,0.252,11.855933079,0.6106647154431024,0.29627780879957033,1,1,29,0.9655172413793104,3.9484009655172416,5.793898,28.689655172413794,64.0,0.09459463277252884,2,0.010788921787680572,-0.009009812381210392,-0.0059349906652055,0.07161161522520865,-0.11661364861617046,0.4492600889647722,-0.12696228087768718,0.44753548995742476,-0.09881197389966531,0.3712658559902263,-0.10660303382355082,0.3787291138983462,-0.106603033824485,0.3787291138886069,-0.10660303382355082,0.3787291138983462,2026-07-27T20:22:30
30,1,short_multidirectional_EMG_robot_v4_adaptive_control,heldout_replay_autopilot,1,1,dynamic,1,5,5,FORMAL_A080_W025,2,7,3,6,600772057b82e9959c9aeb7b3b7837360aa53515630d0b85f76eac28e15c0b72,a74323189f537088b6296b94bab737582d2c5d3ef8ef6554eed6ae5a46110a2d,8fe8c76a91d44a492e212c1fd2afdfed2006048f61d6d1346c935e9a8664253f,1,0,"[""dynamic/hands_close_v1_Plot_and_Store_Rep_1.6.hpf"", ""dynamic/hands_up_v1_Plot_and_Store_Rep_1.8.hpf"", ""dynamic/rest_v1_Plot_and_Store_Rep_1.5.hpf""]","[""dynamic/hands_close_v1_Plot_and_Store_Rep_1.6.hpf"", ""dynamic/hands_up_v1_Plot_and_Store_Rep_1.8.hpf"", ""dynamic/rest_v1_Plot_and_Store_Rep_1.5.hpf""]","{""dynamic/hands_up_v1_Plot_and_Store_Rep_1.8.hpf"": [414, 427], ""dynamic/hands_close_v1_Plot_and_Store_Rep_1.6.hpf"": [31, 40], ""dynamic/rest_v1_Plot_and_Store_Rep_1.5.hpf"": [535, 536]}","[124, 125, 126]",0,0.08,0.07999999999999999,0.06932226058008882,0.025,0.0115,2.0703893278913976,ros_time,1,1,0,0,1,6.22,6.468,0.248,9.786399863,0.6609172004563125,0.33286002056131797,0,0,26,1.0,3.646257346153846,5.21092,28.76923076923077,56.0,0.08561777116818331,1,0.01031964635926902,-0.007678151859206723,-0.006895004351509483,0.06162919175946881,-0.09881197389966531,0.3712658559902263,-0.10660303382637171,0.378729113868936,-0.148691158048364,0.4338123745876687,-0.13851317719326176,0.4321083186339082,-0.13901230703048303,0.4321081392255527,-0.13851317719326176,0.4321083186339082,2026-07-27T20:22:40
31,1,short_multidirectional_EMG_robot_v4_adaptive_control,heldout_replay_autopilot,1,1,dynamic,1,5,5,FORMAL_A080_W025,3,7,6,2,600772057b82e9959c9aeb7b3b7837360aa53515630d0b85f76eac28e15c0b72,a74323189f537088b6296b94bab737582d2c5d3ef8ef6554eed6ae5a46110a2d,8fe8c76a91d44a492e212c1fd2afdfed2006048f61d6d1346c935e9a8664253f,1,0,"[""dynamic/hands_down_v1_Plot_and_Store_Rep_1.9.hpf"", ""dynamic/hands_open_v1_Plot_and_Store_Rep_1.7.hpf"", ""dynamic/rest_v1_Plot_and_Store_Rep_1.5.hpf""]","[""dynamic/hands_down_v1_Plot_and_Store_Rep_1.9.hpf"", ""dynamic/hands_open_v1_Plot_and_Store_Rep_1.7.hpf"", ""dynamic/rest_v1_Plot_and_Store_Rep_1.5.hpf""]","{""dynamic/hands_open_v1_Plot_and_Store_Rep_1.7.hpf"": [286, 301], ""dynamic/hands_down_v1_Plot_and_Store_Rep_1.9.hpf"": [163, 170], ""dynamic/rest_v1_Plot_and_Store_Rep_1.5.hpf"": [504, 505]}","[127, 128, 129]",0,0.08,0.07999999999999999,0.07059050375993704,0.025,0.0115,2.0703893278913976,ros_time,1,1,0,0,1,6.22,6.468,0.248,10.854348449,0.5958902121477305,0.33286002056131797,0,0,26,1.0,4.165822153846154,6.360538,20.0,52.0,0.08287825789575344,1,0.00998687678864647,-0.006681573515409132,0.0074225523473929675,0.0638586430209832,-0.148691158048364,0.4338123745876687,-0.13901230703057815,0.43210813920650215,-0.07661364861617045,0.3991016754582641,-0.07941301357587274,0.40868819014369573,-0.07941301357712852,0.4086881901362252,-0.07941301357587274,0.40868819014369573,2026-07-27T20:22:52
32,1,short_multidirectional_EMG_robot_v4_adaptive_control,heldout_replay_autopilot,1,1,dynamic,1,5,5,FORMAL_A080_W025,4,7,2,5,600772057b82e9959c9aeb7b3b7837360aa53515630d0b85f76eac28e15c0b72,a74323189f537088b6296b94bab737582d2c5d3ef8ef6554eed6ae5a46110a2d,8fe8c76a91d44a492e212c1fd2afdfed2006048f61d6d1346c935e9a8664253f,1,0,"[""dynamic/hands_close_v1_Plot_and_Store_Rep_1.6.hpf"", ""dynamic/rest_v1_Plot_and_Store_Rep_1.5.hpf""]","[""dynamic/hands_close_v1_Plot_and_Store_Rep_1.6.hpf"", ""dynamic/rest_v1_Plot_and_Store_Rep_1.5.hpf""]","{""dynamic/hands_close_v1_Plot_and_Store_Rep_1.6.hpf"": [63, 82], ""dynamic/rest_v1_Plot_and_Store_Rep_1.5.hpf"": [452, 454]}","[130, 131]",0,0.08,0.08000000000000002,0.07779356858475311,0.025,0.0115,2.0703893278913976,ros_time,1,1,0,0,1,5.468,5.72,0.252,9.680051914,0.5909059218708649,0.3786374045156177,1,1,23,0.9565217391304348,4.069977130434783,6.2071499999999995,24.333333333333332,44.0,0.07203954598021294,1,0.010868995756803687,-0.00517972019401533,-0.009555394679087115,0.07202091484148263,-0.07661364861617045,0.3991016754582641,-0.07941301358067251,0.4086881901151419,-0.15661364861617047,0.3991016754582641,-0.15143392842215514,0.4086570701373512,-0.15143392842187053,0.4086570701279675,-0.15143392842215514,0.4086570701373512,2026-07-27T20:23:00
33,1,short_multidirectional_EMG_robot_v4_adaptive_control,heldout_replay_autopilot,1,1,dynamic,1,5,5,FORMAL_A080_W025,5,7,5,1,600772057b82e9959c9aeb7b3b7837360aa53515630d0b85f76eac28e15c0b72,a74323189f537088b6296b94bab737582d2c5d3ef8ef6554eed6ae5a46110a2d,8fe8c76a91d44a492e212c1fd2afdfed2006048f61d6d1346c935e9a8664253f,1,0,"[""dynamic/hands_open_v1_Plot_and_Store_Rep_1.7.hpf"", ""dynamic/hands_up_v1_Plot_and_Store_Rep_1.8.hpf"", ""dynamic/rest_v1_Plot_and_Store_Rep_1.5.hpf""]","[""dynamic/hands_open_v1_Plot_and_Store_Rep_1.7.hpf"", ""dynamic/hands_up_v1_Plot_and_Store_Rep_1.8.hpf"", ""dynamic/rest_v1_Plot_and_Store_Rep_1.5.hpf""]","{""dynamic/hands_open_v1_Plot_and_Store_Rep_1.7.hpf"": [239, 264], ""dynamic/hands_up_v1_Plot_and_Store_Rep_1.8.hpf"": [363, 367], ""dynamic/rest_v1_Plot_and_Store_Rep_1.5.hpf"": [460, 461]}","[132, 133, 134]",0,0.08,0.07999999999999999,0.07147099795139851,0.025,0.0115,2.0703893278913976,ros_time,1,1,0,0,1,7.988,8.236,0.248,13.12601714,0.6274561363249904,0.2591874471571604,7,7,33,0.7878787878787878,3.851986363636364,6.162591,28.363636363636363,72.0,0.10839852411628752,5,0.011140878666388172,-0.0063174810350005136,-0.009176524986703407,0.06486982196440681,-0.15661364861617047,0.3991016754582641,-0.15143392842135248,0.40865707011086916,-0.08453613918397693,0.4338123745876687,-0.08624644794673977,0.42280355896585,-0.08624644794811867,0.42280355895636057,-0.08624644794673977,0.42280355896585,2026-07-27T20:23:14
34,1,short_multidirectional_EMG_robot_v4_adaptive_control,heldout_replay_autopilot,1,1,dynamic,1,5,5,FORMAL_A080_W025,6,7,1,4,600772057b82e9959c9aeb7b3b7837360aa53515630d0b85f76eac28e15c0b72,a74323189f537088b6296b94bab737582d2c5d3ef8ef6554eed6ae5a46110a2d,8fe8c76a91d44a492e212c1fd2afdfed2006048f61d6d1346c935e9a8664253f,1,0,"[""dynamic/hands_close_v1_Plot_and_Store_Rep_1.6.hpf"", ""dynamic/hands_down_v1_Plot_and_Store_Rep_1.9.hpf"", ""dynamic/rest_v1_Plot_and_Store_Rep_1.5.hpf""]","[""dynamic/hands_close_v1_Plot_and_Store_Rep_1.6.hpf"", ""dynamic/hands_down_v1_Plot_and_Store_Rep_1.9.hpf"", ""dynamic/rest_v1_Plot_and_Store_Rep_1.5.hpf""]","{""dynamic/hands_down_v1_Plot_and_Store_Rep_1.9.hpf"": [161, 171], ""dynamic/hands_close_v1_Plot_and_Store_Rep_1.6.hpf"": [74, 85], ""dynamic/rest_v1_Plot_and_Store_Rep_1.5.hpf"": [521, 522]}","[135, 136, 137]",0,0.08,0.07999999999999999,0.07054342903928122,0.025,0.0115,2.0703893278913976,ros_time,1,1,0,0,1,5.968,6.22,0.252,10.090942241,0.6163943714520365,0.3469151018584782,0,0,25,1.0,3.8212548400000004,4.752058,34.46153846153846,60.0,0.08591971444606976,1,0.01074866001644247,-0.009110972937945877,0.00570296977662401,0.06121562832780813,-0.08453613918397693,0.4338123745876687,-0.08624644795087119,0.4228035589374115,-0.1344153233326756,0.3712658559902263,-0.12427596330592713,0.374833357972993,-0.12432652653421142,0.3748333353540109,-0.12427596330592713,0.374833357972993,2026-07-27T20:23:25
35,1,short_multidirectional_EMG_robot_v4_adaptive_control,heldout_replay_autopilot,1,1,dynamic,1,5,5,FORMAL_A080_W025,7,7,4,0,600772057b82e9959c9aeb7b3b7837360aa53515630d0b85f76eac28e15c0b72,a74323189f537088b6296b94bab737582d2c5d3ef8ef6554eed6ae5a46110a2d,8fe8c76a91d44a492e212c1fd2afdfed2006048f61d6d1346c935e9a8664253f,1,0,"[""dynamic/hands_up_v1_Plot_and_Store_Rep_1.8.hpf"", ""dynamic/rest_v1_Plot_and_Store_Rep_1.5.hpf""]","[""dynamic/hands_up_v1_Plot_and_Store_Rep_1.8.hpf"", ""dynamic/rest_v1_Plot_and_Store_Rep_1.5.hpf""]","{""dynamic/hands_up_v1_Plot_and_Store_Rep_1.8.hpf"": [388, 406], ""dynamic/rest_v1_Plot_and_Store_Rep_1.5.hpf"": [543, 551]}","[138, 139]",0,0.08,0.08,0.07482533088111337,0.025,0.0115,2.0703893278913976,ros_time,1,1,0,0,1,6.736,6.988,0.252,10.773262835,0.6486428584381605,0.3073618360883904,7,7,28,0.75,3.2671511428571427,4.448193,32.13793103448276,84.0,0.06766612071231859,1,0.010261486062889787,-0.008314109388787445,0.006014456026122211,0.06596288693470348,-0.1344153233326756,0.3712658559902263,-0.12432652653498505,0.3748333353362714,-0.11661364861617046,0.4492600889647722,-0.12432737305883512,0.44249277402888226,-0.12432737305923922,0.4424927740194793,-0.12432737305883512,0.44249277402888226,2026-07-27T20:23:35
36,1,short_multidirectional_EMG_robot_v4_adaptive_control,heldout_replay_autopilot,1,1,dynamic,1,6,6,FORMAL_A280_W060,1,7,0,3,600772057b82e9959c9aeb7b3b7837360aa53515630d0b85f76eac28e15c0b72,a74323189f537088b6296b94bab737582d2c5d3ef8ef6554eed6ae5a46110a2d,8fe8c76a91d44a492e212c1fd2afdfed2006048f61d6d1346c935e9a8664253f,1,0,"[""dynamic/hands_down_v1_Plot_and_Store_Rep_1.9.hpf"", ""dynamic/hands_open_v1_Plot_and_Store_Rep_1.7.hpf"", ""dynamic/rest_v1_Plot_and_Store_Rep_1.5.hpf""]","[""dynamic/hands_down_v1_Plot_and_Store_Rep_1.9.hpf"", ""dynamic/hands_open_v1_Plot_and_Store_Rep_1.7.hpf"", ""dynamic/rest_v1_Plot_and_Store_Rep_1.5.hpf""]","{""dynamic/hands_down_v1_Plot_and_Store_Rep_1.9.hpf"": [175, 220], ""dynamic/hands_open_v1_Plot_and_Store_Rep_1.7.hpf"": [232, 252], ""dynamic/rest_v1_Plot_and_Store_Rep_1.5.hpf"": [512, 513]}","[140, 141, 142, 143]",0,0.28,0.27999999999999997,0.27526684833770765,0.06,0.027,2.5025003405291835,ros_time,1,1,0,0,1,18.984,19.236,0.252,31.39119806,0.6127832382578392,0.13182155186099787,8,8,77,0.8961038961038961,3.8015771038961037,5.690286,30.46153846153846,64.0,0.37390858925817844,3,0.02639495956532574,-0.025542462432755694,-0.006654059161627944,0.2495763584541926,-0.11661364861617045,0.4492600889647722,-0.12432737306145028,0.4424927739679824,-0.054307787108402415,0.1762802735538616,-0.06647874771046355,0.19970166566616476,-0.06647874771413285,0.1997016656570847,-0.06647874771046355,0.19970166566616476,2026-07-27T20:24:07
37,1,short_multidirectional_EMG_robot_v4_adaptive_control,heldout_replay_autopilot,1,1,dynamic,1,6,6,FORMAL_A280_W060,2,7,3,6,600772057b82e9959c9aeb7b3b7837360aa53515630d0b85f76eac28e15c0b72,a74323189f537088b6296b94bab737582d2c5d3ef8ef6554eed6ae5a46110a2d,8fe8c76a91d44a492e212c1fd2afdfed2006048f61d6d1346c935e9a8664253f,1,0,"[""dynamic/hands_close_v1_Plot_and_Store_Rep_1.6.hpf"", ""dynamic/hands_up_v1_Plot_and_Store_Rep_1.8.hpf"", ""dynamic/rest_v1_Plot_and_Store_Rep_1.5.hpf""]","[""dynamic/hands_close_v1_Plot_and_Store_Rep_1.6.hpf"", ""dynamic/hands_up_v1_Plot_and_Store_Rep_1.8.hpf"", ""dynamic/rest_v1_Plot_and_Store_Rep_1.5.hpf""]","{""dynamic/hands_up_v1_Plot_and_Store_Rep_1.8.hpf"": [407, 436], ""dynamic/hands_close_v1_Plot_and_Store_Rep_1.6.hpf"": [63, 92], ""dynamic/rest_v1_Plot_and_Store_Rep_1.5.hpf"": [510, 511]}","[144, 145, 146]",0,0.28,0.27999999999999997,0.2541508706268344,0.06,0.027,2.5025003405291835,ros_time,1,1,0,0,1,15.22,15.468,0.248,26.376670761,0.5864273069242183,0.1644218357772131,0,0,62,1.0,4.058327419354838,6.482012,23.174603174603174,44.0,0.3244686500209822,1,0.025904870210519404,-0.022068239630959583,-0.013566690835071036,0.232031708852875,-0.054307787108402415,0.1762802735538616,-0.06647874772165309,0.19970166563847633,-0.22888493162884782,0.39519308864490993,-0.20451874326620076,0.3863981375194142,-0.20451907859546398,0.3863981373481726,-0.20451874326620076,0.3863981375194142,2026-07-27T20:24:32
38,1,short_multidirectional_EMG_robot_v4_adaptive_control,heldout_replay_autopilot,1,1,dynamic,1,6,6,FORMAL_A280_W060,3,7,6,2,600772057b82e9959c9aeb7b3b7837360aa53515630d0b85f76eac28e15c0b72,a74323189f537088b6296b94bab737582d2c5d3ef8ef6554eed6ae5a46110a2d,8fe8c76a91d44a492e212c1fd2afdfed2006048f61d6d1346c935e9a8664253f,1,0,"[""dynamic/hands_down_v1_Plot_and_Store_Rep_1.9.hpf"", ""dynamic/hands_open_v1_Plot_and_Store_Rep_1.7.hpf"", ""dynamic/rest_v1_Plot_and_Store_Rep_1.5.hpf""]","[""dynamic/hands_down_v1_Plot_and_Store_Rep_1.9.hpf"", ""dynamic/hands_open_v1_Plot_and_Store_Rep_1.7.hpf"", ""dynamic/rest_v1_Plot_and_Store_Rep_1.5.hpf""]","{""dynamic/hands_open_v1_Plot_and_Store_Rep_1.7.hpf"": [234, 294], ""dynamic/hands_down_v1_Plot_and_Store_Rep_1.9.hpf"": [174, 205], ""dynamic/rest_v1_Plot_and_Store_Rep_1.5.hpf"": [537, 538]}","[147, 148, 149]",0,0.28,0.28,0.2542449283376325,0.06,0.027,2.5025003405291835,ros_time,1,1,0,0,1,23.472,23.72,0.248,41.994033273,0.5648421490214596,0.10661640850925287,18,18,95,0.8105263157894737,4.6386589473684205,9.967507000000001,25.263157894736842,56.0,0.5278189968412007,13,0.02590764572533816,-0.016984075122022553,0.019563928523666386,0.23724706348967226,-0.22888493162884782,0.39519308864490993,-0.20451907859202395,0.38639813732914435,0.02338635138382955,0.2737056416919937,0.016572698908448265,0.2987012462450819,0.016572698915646673,0.2987012689493469,0.016572698908448265,0.2987012462450819,2026-07-27T20:25:13
39,1,short_multidirectional_EMG_robot_v4_adaptive_control,heldout_replay_autopilot,1,1,dynamic,1,6,6,FORMAL_A280_W060,4,7,2,5,600772057b82e9959c9aeb7b3b7837360aa53515630d0b85f76eac28e15c0b72,a74323189f537088b6296b94bab737582d2c5d3ef8ef6554eed6ae5a46110a2d,8fe8c76a91d44a492e212c1fd2afdfed2006048f61d6d1346c935e9a8664253f,1,0,"[""dynamic/hands_close_v1_Plot_and_Store_Rep_1.6.hpf"", ""dynamic/hands_down_v1_Plot_and_Store_Rep_1.9.hpf"", ""dynamic/rest_v1_Plot_and_Store_Rep_1.5.hpf""]","[""dynamic/hands_close_v1_Plot_and_Store_Rep_1.6.hpf"", ""dynamic/hands_down_v1_Plot_and_Store_Rep_1.9.hpf"", ""dynamic/rest_v1_Plot_and_Store_Rep_1.5.hpf""]","{""dynamic/hands_close_v1_Plot_and_Store_Rep_1.6.hpf"": [34, 84], ""dynamic/hands_down_v1_Plot_and_Store_Rep_1.9.hpf"": [179, 179], ""dynamic/rest_v1_Plot_and_Store_Rep_1.5.hpf"": [451, 454]}","[150, 151, 152]",0,0.28,0.28,0.2743274719263707,0.06,0.027,2.5025003405291835,ros_time,1,1,0,0,1,13.736,13.988,0.252,24.054997186,0.5815007955245578,0.1821855227525614,2,2,56,0.9642857142857143,4.3485091250000005,7.0758,29.285714285714285,64.0,0.2637668336987071,2,0.026220518487257677,-0.009851762726239222,-0.024299348981536628,0.26333458479557714,0.02338635138382955,0.2737056416919937,0.016572698905645868,0.298701268933635,-0.2566136486161705,0.2737056416919937,-0.24676188588993125,0.2980049906735303,-0.24676188588631578,0.2980049906638732,-0.24676188588993125,0.2980049906735303,2026-07-27T20:25:36
40,1,short_multidirectional_EMG_robot_v4_adaptive_control,heldout_replay_autopilot,1,1,dynamic,1,6,6,FORMAL_A280_W060,5,7,5,1,600772057b82e9959c9aeb7b3b7837360aa53515630d0b85f76eac28e15c0b72,a74323189f537088b6296b94bab737582d2c5d3ef8ef6554eed6ae5a46110a2d,8fe8c76a91d44a492e212c1fd2afdfed2006048f61d6d1346c935e9a8664253f,1,0,"[""dynamic/hands_open_v1_Plot_and_Store_Rep_1.7.hpf"", ""dynamic/hands_up_v1_Plot_and_Store_Rep_1.8.hpf"", ""dynamic/rest_v1_Plot_and_Store_Rep_1.5.hpf""]","[""dynamic/hands_open_v1_Plot_and_Store_Rep_1.7.hpf"", ""dynamic/hands_up_v1_Plot_and_Store_Rep_1.8.hpf"", ""dynamic/rest_v1_Plot_and_Store_Rep_1.5.hpf""]","{""dynamic/hands_open_v1_Plot_and_Store_Rep_1.7.hpf"": [262, 318], ""dynamic/hands_up_v1_Plot_and_Store_Rep_1.8.hpf"": [384, 399], ""dynamic/rest_v1_Plot_and_Store_Rep_1.5.hpf"": [448, 559]}","[153, 154, 155, 156]",1,0.28,0.28,0.26117570752956115,0.06,0.027,2.5025003405291835,ros_time,1,1,0,0,1,18.732,18.996,0.264,34.225314843,0.555027764890969,0.1335949359667512,14,14,76,0.8157894736842105,4.451896368421053,7.065187,25.736842105263158,60.0,0.39117160787471467,7,0.026323424790336038,-0.021066479689472478,-0.015783729793224458,0.23951429640873623,-0.2566136486161705,0.2737056416919937,-0.24676188587930048,0.29800499064513286,-0.0043423656034931035,0.39519308864491,-0.016474304260101,0.37183203650411845,-0.01647430426375391,0.37183203649465424,-0.016474304260101,0.37183203650411845,2026-07-27T20:26:08
